Segment_ID,Start,End,Speaker,Speaker_Confidence,Speaker_Basis,Machine_HE,Reviewed_HE,Machine_EN,Reviewed_EN,Content_Class,Preliminary_Disposition,Control_IDs,External_Claim_IDs,Reviewer_A,Reviewer_B,Disagreement,Adjudication,Review_Status,Evidence_Link
S-0691,00:28:48.990,00:28:49.170,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כאילו,",,"sort of,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0691
S-0692,00:28:49.230,00:28:49.950,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בשבילנו,",,"for us,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0692
S-0693,00:28:50.090,00:28:50.250,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כאילו,",,"sort of,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0693
S-0694,00:28:50.330,00:28:51.550,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"גם אם אנחנו נסיק דאטה,",,"even if we extract data,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0694
S-0695,00:28:51.550,00:28:52.390,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז רגע,",,"well,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0695
S-0696,00:28:52.390,00:28:55.550,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מבחינת דאטה לעולם הרפואי,",,"regarding data in the medical world,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0696
S-0697,00:28:55.630,00:28:57.490,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אם אתה רוצה להתנסות או להבין אותו,",,"if you want to experiment or understand it,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0697
S-0698,00:28:57.910,00:29:00.330,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"יש אופן דאטה,",,"there is a way of data,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0698
S-0699,00:29:00.910,00:29:02.510,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שאתה יכול כבר לגשת אליו,",,"that you can already approach,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0699
S-0700,00:29:02.570,00:29:05.970,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ולראות מה יכול להיות.,,and see what could be.,,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0700
S-0701,00:29:06.980,00:29:07.220,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אוקיי?,,Okay?,,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0701
S-0702,00:29:07.820,00:29:08.140,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אוקיי.,,Okay.,,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0702
S-0703,00:29:08.700,00:29:09.900,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אתה זוכר,",,"You remember,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0703
S-0704,00:29:10.600,00:29:14.280,Unresolved,Unknown,No automatic diarization; human audiovisual review required,את זה אני אפשר להעביר לך.,,I can pass this on to you.,,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0704
S-0705,00:29:15.060,00:29:17.940,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"יש דאטה סט שנקרא מימיק,",,"There's a dataset called MIMIC,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0705
S-0706,00:29:19.010,00:29:21.170,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"M-I-M-I-C,",,"M-I-M-I-C,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0706
S-0707,00:29:21.170,00:29:24.430,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"והוא בעצם,",,"and it basically is,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0707
S-0708,00:29:24.990,00:29:26.270,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"די הרבה רשומות,",,"quite a lot of records,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0708
S-0709,00:29:26.310,00:29:27.250,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני לא זוכר את המספרים,",,"I don't remember the numbers,",,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0709
S-0710,00:29:27.730,00:29:29.630,Unresolved,Unknown,No automatic diarization; human audiovisual review required,של חדר מיון.,,for the clean room.,,Open question,Control-linked,Q-05,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0710
S-0711,00:29:30.580,00:29:30.860,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אוקיי?,,Okay?,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0711
S-0712,00:29:31.520,00:29:33.680,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מה שעשינו בתחילת הדרך,",,"What we did at the beginning,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0712
S-0713,00:29:34.220,00:29:35.240,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ואחרי זה עזבנו את זה,",,"and after that we left it,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0713
S-0714,00:29:35.280,00:29:36.060,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כי רצינו באמת,",,"because we really wanted to,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0714
S-0715,00:29:36.660,00:29:38.240,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"דברים ספציפיים,",,"specific things,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0715
S-0716,00:29:39.080,00:29:40.480,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הסתכלנו,",,"we looked at,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0716
S-0717,00:29:40.580,00:29:42.920,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"או התייעצנו ליתר דיוק עם קלוד,",,"or consulted more accurately with Claud,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0717
S-0718,00:29:42.920,00:29:46.360,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"על גיידליינס שהם רלוונטיים לחדרי מיון,",,"on guidelines that are relevant for clean rooms,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0718
S-0719,00:29:47.090,00:29:49.490,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ולדאטה סט הזה של מימיק.,,And for this data set of the MIMIC.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0719
S-0720,00:29:49.890,00:29:51.670,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז אני יכולה לשתף איתך,",,"So I can share it with you,",,Requirement,Control-linked,R-17,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0720
S-0721,00:29:51.710,00:29:56.450,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בעצם מה שאני מציעה לך,",,"Essentially what I'm offering you is,",,Requirement,Control-linked,R-17,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0721
S-0722,00:29:56.950,00:29:57.770,Unresolved,Unknown,No automatic diarization; human audiovisual review required,זה כזה דבר.,,It's something like that.,,Requirement,Control-linked,R-17,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0722
S-0723,00:29:58.070,00:30:01.590,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"תיצור גוגל דרייב,",,"Create a Google Drive,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0723
S-0724,00:30:01.970,00:30:02.310,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אוקיי?,,Okay?,,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0724
S-0725,00:30:02.450,00:30:03.550,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"גוגל דרייב,",,"Google Drive,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0725
S-0726,00:30:03.770,00:30:04.970,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"תקרא לו פי-אג'די,",,"Call it P-AGD,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0726
S-0727,00:30:06.090,00:30:07.810,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"עם הנושא,",,"With the topic,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0727
S-0728,00:30:07.910,00:30:08.270,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"עם השם,",,"With the name,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0728
S-0729,00:30:08.330,00:30:08.730,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לא יודעת,",,"I don't know,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0729
S-0730,00:30:08.770,00:30:11.450,Unresolved,Unknown,No automatic diarization; human audiovisual review required,משהו שגם לי יהיה משמעותי לדבר הזה.,,Something that will be significant for me regarding this.,,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0730
S-0731,00:30:11.810,00:30:13.290,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"תשים שם את כל הדברים,",,"Put everything there,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0731
S-0732,00:30:13.390,00:30:14.790,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"את כל התוצרים שיש לך עד עכשיו,",,"All the results you have so far,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0732
S-0733,00:30:14.890,00:30:17.310,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ושיהיו לך להמשך לשם.,,And keep it going from there.,,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0733
S-0734,00:30:17.310,00:30:20.870,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אחרי שאני אקבל את ההזמנה לדבר הזה,",,"After I receive the invitation for this meeting,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0734
S-0735,00:30:21.190,00:30:22.830,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני אשים שם,",,"I'll put here,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0735
S-0736,00:30:23.190,00:30:26.210,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"גם קובץ אקסל הזה,",,Also this Excel file.,,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0736
S-0737,00:30:26.310,00:30:27.810,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שאמרתי לך על הגיידליין,",,"I told you about the Gyldenstjerne,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0737
S-0738,00:30:28.190,00:30:28.970,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"וגם קובץ,",,"and also a file,",,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0738
S-0739,00:30:29.470,00:30:34.450,Unresolved,Unknown,No automatic diarization; human audiovisual review required,וגם קישור למימיק.,,and a link to MIMIC.,,Requirement,Control-linked,R-17; A-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0739
